;name;address;e-mail;site;telephone;e_mail
325;Tortilla Birmingham;Grand Central Stephenson Place, Birmingham B2 4BQ England;;http://tortilla.co.uk/locations/birmingham;tel:+44 121 643 7033;mailto:birmingham@tortilla.co.uk?subject=?
326;Beys Diner;192 Sutton New Road, Birmingham B23 6QU England;;https://www.facebook.com/2-Beys-Diner-269944530310280/;tel:+44 121 439 6969;mailto:beys-diner@outlook.com?subject=?
327;The Old Crown;188 High Street, Birmingham B12 0LD England;;http://www.theoldcrown.com;tel:+44 121 248 1368;mailto:alex@theoldcrown.com?subject=?
328;Sabai Sabai Central;7 Waterloo Street, Birmingham B2 5PG England;;https://www.sabaisabai.com/;tel:+44 121 448 3850;mailto:birmingham@sabaisabai.com?subject=?
329;Peach Garden;34 Ladywell Walk, Birmingham B5 4ST England;;;tel:+44 121 666 7502;
330;Bangla Lounge Harborne;Harborne High Street 152A, Birmingham B17 9NP England;;http://banglalounge.menupage.uk;tel:+44 121 426 4321;mailto:banglaloungeharbourne@gmail.com?subject=?
331;Akbars;184 Hagley Road, Birmingham B16 9NY England;;https://web.facebook.com/Akbar-Resturant-186465761422975/?ref=page_internal;tel:+44 121 452 1862;
332;The Bell Harborne;11 Old Church Road, Birmingham B17 0BB England;;https://www.classicinns.co.uk/thebellharborne/?utm_source=google&utm_medium=local_seo_gmb&utm_content=website;tel:+44 121 428 4609;mailto:bellharborne.birmingham@stonegatepubs.com?subject=?
333;Zindabad;Unit 32 Star City Watson Road Unit # 07, Star City Centre, Birmingham B7 5SA England;;http://www.zindabad.uk;tel:+44 121 328 8855;mailto:zindabadstarcity@gmail.com?subject=?
334;YO! Birmingham Selfridges;Selfridges, Upper Dean Street, Bullring Upper Dean Street, Birmingham B5 4BP England;;https://yosushi.com/restaurants/birmingham-selfridges;tel:+44 121 600 6712;mailto:yo.birmingham@yosushi.com?subject=?
335;Franco Manca Birmingham;18-19 Bennetts Hill, Birmingham B2 5QJ England;;http://www.francomanca.co.uk/restaurants/birmingham/;tel:+44 121 630 3009;
336;Jeera;341 Chester Road Castle Bromwich, Birmingham B36 0JG England;;http://www.jeerabalti.co.uk/;tel:+44 121 748 6063;
337;Sentinos;502 Hagley Road West Quinton, Birmingham B68 0BZ England;;http://sentinos.co.uk/;tel:+44 121 421 6373;
338;Mellow's Bar & Restaurant;57 Grosvenor Street West, Birmingham B16 8HJ England;;https://www.facebook.com/mellowscatering/;tel:+44 121 688 7000;mailto:mellowscatering@hotmail.co.uk?subject=?
339;Fumo;Selfridges Upper Mall East, Bullring Shopping Centre, Birmingham B5 4BU England;;http://sancarlo.co.uk/restaurants/fumo-birmingham-selfridges/;tel:+44 121 600 6869;mailto:bookings@fumoselfridges.co.uk?subject=?
340;Istanbul Restaurant;2 Stockwell Road Handworth Wood, Birmingham B21 9RJ England;;http://istanbulrestaurant.com/;tel:+44 121 448 5223;
341;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
342;Jyoti;1045 Stratford Road Hall Green,, Birmingham B28 8AS England;;http://www.jyotis.co.uk/;tel:+44 121 778 5501;
343;Sylhet Spice Cuisine;Sylhet Building 27-29 York Road Kingsheath, Birmingham B14 7SA England;;http://sylhetspicecuisine.co.uk;tel:+44 845 017 5737;
344;Ming Moon Restaurant;16 Hurst Street, Birmingham B5 4BN England;;http://mingmoon.co.uk/;tel:+44 121 622 5588;
345;Giraffe;Dining Terrace Grand Central, Birmingham B2 4BQ England;;https://www.giraffe.net/locations/birmingham-grand-central;tel:+44 121 643 0216;mailto:GrandCentral@giraffe.net?subject=?
346;Digbeth Works;79A Digbeth, Birmingham B5 6DY England;;http://digbethworks.com;tel:+44 121 792 0771;mailto:stef.leppard1@gmail.com?subject=?
347;Baked In Brick;The Custard Factory Gibb Street The Custard Factory, Birmingham B9 4AA England;;http://bakedinbrick.co.uk/restaurant/;tel:+44 121 740 1256;
348;CafeSol;1281 Bristol Road South, Birmingham B31 2SP England;;https://www.facebook.com/cafesolomons;tel:+44 121 475 9483;mailto:cafe_sol1281@hotmail.com?subject=?
349;Ashiana;531 Moseley Road, Birmingham B12 9BU England;;http://ashiana-uk.jimdo.com/;tel:+44 121 440 4646;mailto:sahargrill@gmail.com?subject=?
350;Pirlo's Dessert Lounge;6 Coventry Street Digbeth, Birmingham B5 5NY England;;http://www.pirlos.co.uk;tel:+44 121 643 8242;mailto:bookings@pirlos.co.uk?subject=?
351;Poplar Balti;48 Poplar Road Kings Health, Birmingham B14 7AG England;;http://poplarbalti.co.uk/;tel:+44 121 444 1317;
352;Punjabi Rasoi;980 Warwick Road Acocks Green, B27 6QG, Birmingham B27 6QG England;;http://www.thenewpunjabirasoi.co.uk/;tel:+44 121 769 0411;mailto:info@thepunjabirasoi.co.uk?subject=?
353;The Bull;1 Price Street, Birmingham B4 6JU England;;http://www.thebull-pricestreet.com/;tel:+44 121 333 6757;
354;The Bristol Pear;676 Bristol Road, Birmingham B29 6BJ England;;https://www.pubswithmore.co.uk/thebristolpearbirmingham/?utm_source=google&utm_medium=local_seo_gmb&utm_content=website;tel:+44 121 414 9980;mailto:BristolPear.Birmingham@stonegatepubs.com?subject=?
355;Handmade Burger Co.;Grand Central Stephenson Place Grand Central, Birmingham B2 4BF England;;http://handmadeburger.co.uk/our-restaurants/find-a-restaurant/handmade-burger-co-grand-central/;tel:+44 121 643 1621;mailto:info@handmadeburger.co.uk?subject=?
356;Bilash;572 Kingstanding Road Kingstanding, Birmingham B44 9SD England;;http://www.bilashrestaurant.co.uk;tel:+44 121 373 3549;mailto:info@bilashrestaurant.co.uk?subject=?
357;Malaysian Delight;8 Ladywell Walk, Birmingham B5 4ST England;;;tel:+44 121 622 3909;
358;The Plaice Fish Bar;266 Baldwins Lane Hall Green, Birmingham B28 0XB England;;;tel:+44 7539 657020;mailto:s.p.y@hotmail.co.uk?subject=?
359;7 Spices restaurant;1185 Bristol Road South, Birmingham B31 2SL England;;http://www.7spicesrestaurant.co.uk;tel:+44 7594 874557;mailto:eaemran@yahoo.com?subject=?
360;Mela Rossa;42 Poplar Road Kings Heath, Birmingham B14 7AD England;;http://melarossarestaurant.co.uk;tel:+44 121 448 5150;mailto:contact@melarossarestaurant.co.uk?subject=?
361;Akash Tandoori;1425 Pershore Road, Birmingham B30 2JL England;;http://www.chefonline.co.uk/akash-tandoori-west-midlands-bournville-birmingham-b30/menu;tel:+44 121 458 4109;
362;The Junction;212 High Street Harborne, Birmingham B17 9PT England;;http://www.thejunctionharborne.co.uk/;tel:+44 121 428 2635;
363;The Kangxi Imperial;2-14 Vivian Road Next To The Waitrose Superstore, Birmingham B17 0DS England;;http://www.imperialkangxi.com;tel:+44 121 427 5005;mailto:j_khazaelijoo@yahoo.co.uk?subject=?
364;Earth's Kitchen;180 High Street Deritend, Birmingham B17 9PP England;;https://www.facebook.com/earthskitchen3/;;
365;The Rose and Crown;Alcester Road Portway, Birmingham B48 7JD England;;http://www.roseandcrownportway.co.uk/;tel:+44 1564 822166;mailto:enquiries@roseandcrownportway.co.uk?subject=?
366;The Lounge at The Cube Birmingham;Warrington Road, Birmingham England;;http://www.theclubandspabirmingham.co.uk/the-lounge;tel:+44 121 643 2200;
367;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
368;Frankie & Benny's;Broadway Plaza Unit 8, Birmingham B16 8SP England;;https://www.frankieandbennys.com/restaurants/west-midlands/birmingham/broadway-plaza;tel:+44 121 456 4598;
369;Ekachai Noodle Bar;Selfridges & Co, The Bullring Upper Mall East, Birmingham England;;http://www.ekachai.co.uk;;
370;Summer House Bar & Grill;266 Shaftmoor Lane, Birmingham B28 8ST England;;http://www.summerhousebarandgrill.com;tel:+44 121 777 1926;mailto:info@summerhousebarandgrill.com?subject=?
371;Ken Ho;41-43 Hurst Street, Birmingham B5 4BJ England;;http://kenhorestaurant.co.uk;tel:+44 121 622 2287;
372;Fridays - Birmingham NEC;Unit Resorts World Birmingham 01 Pendigo Way Resorts World, Unit LG01, Birmingham B40 1NT England;;https://www.tgifridays.co.uk/;tel:+44 344 264 6051;mailto:birminghamnec@tgifridays.co.uk?subject=?
373;Cafe Opus at Ikon;1 Oozells Square Brindley Place, Birmingham B1 2HS England;;http://www.opusrestaurant.co.uk/cafe-opus/;tel:+44 121 248 3226;mailto:cafeopus@outlook.com?subject=?
374;China Garden;Stratford Road Hall Green, Birmingham England;;;tel:+44 121 745 5445;
375;Al Frash;186 Ladypool Road 186 Ladypool Rd, Sparkbrook, Birmingham B12 8JS England;;http://www.alfrash.com/;tel:+44 121 753 3120;mailto:book@alfrash.com?subject=?
376;Sorrento Lounge;91A Alcester Road Moseley, Birmingham B13 8DD England;;http://thelounges.co.uk/sorrento/;tel:+44 121 442 6623;mailto:sorrento@thelounges.co.uk?subject=?
377;Monty's Deli Sandwich Bar;Colmore Gate 4 Colmore Row, Birmingham B3 2QD England;;http://www.facebook.com/Montys-Deli-Sandwich-Bar-101709596559809/;tel:+44 121 236 6607;
378;Red Oven;607A Bearwood Road Bearwood, Birmingham B66 4BJ England;;http://www.redoven.co.uk/;tel:+44 121 429 2884;mailto:redovenbearwood@hotmail.com?subject=?
379;The Balcony Bar & Brasserie;4th Floor, Selfridges & Co The Bullring, Birmingham B5 4BP England;;http://searcys.co.uk/venues/balcony-brasserie-selfridges/#.UoOYwKUfyFI;tel:+44 121 600 6869;mailto:thebalcony@selfridges.co.uk?subject=?
380;Deli Hub By Kababish;Birmingham Airport Landside - Next door to Spa, Birmingham B26 3QJ England;;http://www.delihub.co.uk;tel:+44 121 767 8101;mailto:info@delihub.co.uk?subject=?
381;Frankie & Bennys;Park Way Great Park, Birmingham B45 9PL England;;https://www.frankieandbennys.com/;tel:+44 121 453 0369;
382;Westmead Hotel Bar & Cafe Lounge;Redditch Road Hopwood, Birmingham B48 7AU England;;http://westmeadhotel.co.uk/bar--cafe-lounge/;tel:+44 870 990 2260;mailto:enquiries@westmeadhotel.co.uk?subject=?
383;Velvet Music Rooms;200 Broad Street, Birmingham B15 1SU England;;http://www.velvetmusicrooms.co.uk;tel:+44 121 248 0500;mailto:sales@velvetmusicroom.co.uk?subject=?
384;The Floating Coffee Co;On the canal, Birmingham England;;http://sherbornewharf.co.uk/boat-trips/floating-coffee-company;tel:+44 121 454 5367;
385;KAI Restaurant;1698 Bristol Road South Rednal, Birmingham B45 9TZ England;;https://www.facebook.com/KAIRestaurantBirmingham/;tel:+44 121 453 3338;mailto:kai@chef.net?subject=?
386;Pulperia Brindley Place;3 Brindley Place, Birmingham B1 2JB England;;http://www.pulperia.co.uk;tel:+44 121 546 0594;mailto:info@pulperia.co.uk?subject=?
387;Rola Wala;Upper Mall East, Selfridges Food Hall, The Bullring, Birmingham B5 4BP England;;http://www.rolawala.com;tel:+44 121 600 6754;mailto:info@rolawala.com?subject=?
388;Omar Khayam;711 Bristol Road South Northfield, Birmingham B31 2JT England;;http://www.omar-khayam.co.uk;tel:+44 121 477 2161;mailto:ranaraj16@hotmail.com?subject=?
389;Nata;25 Martineau Place, Birmingham B2 4UB England;;;tel:+44 121 236 5670;
390;Barsana Pure Veg and Vegan Restaurant;352 Soho Road, Birmingham B21 9QL England;;http://www.barsanaindianrestaurant.com;tel:+44 121 439 4950;mailto:mshah5555@gmail.com?subject=?
391;Balti Bazaar;1267-1269 Pershore Road Stirchley, Birmingham England;;https://www.facebook.com/pages/category/Indian-Restaurant/Balti-Bazaar-162132887134891/;tel:+44 121 459 4517;
392;Lisa & Pann's Kitchen;65 Caroline Street Unit 39, Birmingham B3 1UG England;;https://www.facebook.com/lisapannkitchen/;tel:+44 121 687 0118;mailto:tan.leesa20@gmail.com?subject=?
393;Slug & Lettuce;66 Broad Street Brindley Place, Birmingham B1 2HG England;;http://www.slugandlettuce.co.uk/birmingham;tel:+44 121 633 3049;mailto:slugandlettuce.birmingham@stonegatepubs.com?subject=?
394;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
395;Old Damascus (Kings Heath);2 Alcester Road South, Birmingham B14 7PU England;;https://www.facebook.com/myolddamascus;tel:+44 121 441 4915;mailto:info@olddamascus.co.uk?subject=?
396;The Fighting Cocks;1 St. Marys Row, Birmingham B13 8HW England;;http://www.thefightingcocksmoseley.co.uk;tel:+44 121 449 0811;mailto:enquiry@thefightingcocksmoseley.co.uk?subject=?
397;Paellas Elena;Unit 3 Kings Road Industrial Estate Kings Road, Birmingham B11 2AX England;;https://www.facebook.com/paellaselena/;tel:+44 121 355 3833;mailto:paellaselena@gmail.com?subject=?
398;Soda Bread Cafe;63 St Paul_s Square, Birmingham B3 1QS England;;https://www.facebook.com/Soda-Bread-Cafe-720740754793903/?ref=page_internal;tel:+44 121 236 4945;mailto:info@sodabreadcafe.com?subject=?
399;RuGa Bistro;10 Pershore Street Ground Floor, Birmingham B5 4RU England;;http://en-gb.facebook.com/RuGa-Bistro-1849267558699656/;tel:+44 121 692 1928;
400;Churchills;Wharfside Street 171-172 The Mailbox, Birmingham B1 1RL England;;http://www.churchills-birmingham.co.uk/;tel:+44 121 643 2072;mailto:contact@churchills-birmingham.co.uk?subject=?
401;100 Degrees East;88 St. Marys Row, Birmingham B13 9EF England;;http://www.100degreeseast.co.uk/;tel:+44 121 449 7686;mailto:info@100degreeseast.co.uk?subject=?
402;Ginger Tree Restaurant;98 Bell Lane Marston Green, Birmingham B33 0HX England;;http://www.gingertreerestaurant.co.uk;tel:+44 121 788 0077;mailto:info@gingertreerestaurant.co.uk?subject=?
403;Kismet;322-326 Bradford Raod Castle Bromwich, Birmingham England;;http://www.kismetindianrestaurant.co.uk/;tel:+44 121 748 3496;
404;De Everest Dine;11 Kings Road, Sutton Coldfield, Birmingham B73 5AB England;;http://www.deeverestdine.co.uk/birmingham/;tel:+44 121 355 5089;mailto:info@deeverestdine.co.uk?subject=?
405;Chance & Counters;8 Courtyard, Custard Factory, Birmingham B9 4BG England;;http://www.chanceandcounters.com;tel:+44 121 296 9997;mailto:birmingham@chanceandcounters.com?subject=?
406;Shogun Sushi & Noodle Bar;The Mailbox 113 Wharfside Street, Birmingham B1 1RF England;;http://www.shogunteppanyaki.com/;tel:+44 121 632 1253;mailto:shogunsushi@btconnect.com?subject=?
407;Miss Macaroon;Colmore Row 8 Great Western Arcade, Birmingham B2 5HU England;;http://missmacaroon.co.uk/;tel:+44 121 238 3660;mailto:marketing@missmacaroon.co.uk?subject=?
408;The Rectory;50-54 St. Pauls Square The Jewellery Quarter, Birmingham B3 1QS England;;http://www.therectorybirmingham.co.uk;tel:+44 121 605 1001;mailto:hello@therectorybirmingham.co.uk?subject=?
409;Jimmy Spice's;Broad Street Regency Wharf, Birmingham B1 2DS England;;http://www.jimmyspices.co.uk/index.php;tel:+44 121 643 2111;mailto:birmingham@jimmyspices.co.uk?subject=?
410;Hall Green Toby Carvery;1456 Stratford Road Hall Green, Birmingham B28 9ES England;;http://www.tobycarvery.co.uk/hallgreenbirmingham/;tel:+44 121 744 1041;
411;Great Stone Inn;158 Church Road Northfield, Birmingham B31 2LU England;;https://www.greatukpubs.co.uk/thegreatstoneinnnorthfield/?utm_source=google&utm_medium=local_seo_gmb&utm_content=website;tel:+44 121 478 1254;
412;Antep Turkish Cuisine;368-370 Ladypool Road, Birmingham B12 8JY England;;http://www.anteprestaurant.co.uk;tel:+44 121 238 3622;mailto:info@anteprestaurant.co.uk?subject=?
413;The Red Couch;234 High Street, Birmingham B23 6SN England;;https://www.facebook.com/RedCouchBirmingham/;tel:+44 121 377 6272;
414;Lychee Garden;189 Hagley Road Edgbaston, Birmingham B16 9RD England;;http://www.lycheegarden.co.uk;tel:+44 121 454 2734;
415;Prezzo;106 High Street Unit 1 The School Yard, Birmingham B17 9NJ England;;https://www.prezzorestaurants.co.uk/find-and-book/search/?s=B17%209NJ&lng=0&lat=0&f=;tel:+44 121 427 4240;
416;Daniel's Bistro;13 St. Marys Row Moseley, Birmingham B13 8HW England;;http://www.danielsbistro.co.uk/;tel:+44 121 449 9618;
417;Ed's Easy Diner Birmingham - Selfridges;Bullring, Birmingham B5 4BP England;;http://www.edseasydiner.com/;tel:+44 121 600 6793;mailto:eds@edseasydiner.com?subject=?
418;The Red Cow;296 High Street Smethwick, Birmingham B66 3NL England;;http://www.redcowpubandgrill.co.uk;tel:+44 121 558 0272;
419;Hennessey's Bar;30-31 Allison Street Digbeth, Birmingham B5 5TJ England;;http://www.hennesseysbar.com/;tel:+44 121 643 3436;mailto:mail@hennesseysbar.com?subject=?
420;Moghul;1184 Warwick Road Acocks Green, Birmingham B27 6BT England;;http://www.moghulrestaurant.com;tel:+44 7825 381331;mailto:info@moghulrestaurant.com?subject=?
421;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
422;Rainbow Chinese Restaurant;59 High Street Kings Heath, Birmingham B14 7BH England;;http://rainbowrestaurantkh.com;tel:+44 121 444 4195;
423;Bhaizans grill;46 Lozells Road, Birmingham B19 2TH England;;http://en-gb.facebook.com/pages/Bhaizans-Grill/;tel:+44 121 523 5336;
424;Punjabi Dhaba;46 Poplar Road, Birmingham B14 7AG England;;http://punjabidahabagrill.com/our_menu.php;tel:+44 121 439 0624;
425;The Rebel Chicken;Unit 1 19 Pitsford Street, Birmingham B18 6LJ England;;http://therebelchicken.co.uk;tel:+44 121 554 0177;mailto:reservations@therebelchicken.co.uk?subject=?
426;Locanta;St Pauls Square 31 Ludgate Hill, Birmingham B3 1EH England;;http://www.locanta.com/;tel:+44 121 236 7227;mailto:info@locanta.com?subject=?
427;The Farcroft Hotel BBQ Restaurant;Rookery Road Handsworth, Birmingham B21 9QY England;;http://thefarcroft.co.uk/BBQ/index.html;tel:+44 121 554 0957;mailto:info@thefarcroft.co.uk?subject=?
428;MinMin Noodle Bar;The Wing Yip Centre 375 Nechells Park Road Unit 9, Birmingham B7 5NT England;;https://www.facebook.com/MinMinNoodle/;tel:+44 121 328 5348;
429;Fahrenheit Grill Genting Casino Edgbaston;1 Norfolk Road Edgbaston, Birmingham B15 3PS England;;http://www.gentingcasinos.co.uk/casino/edgbaston-birmingham/;tel:+44 121 454 3725;
430;Asia Asia Food Hall;1st & 2nd Floor 10 Pershore Street, Birmingham B5 4RX England;;http://www.asiaasiafoodhall.com;tel:+44 121 666 6777;mailto:info@asiaasiafoodhall.com?subject=?
431;Gran Cafe;Selfridges, Exchange Square, Lower Ground Floor,, Birmingham B5 4BU England;;https://sancarlo.co.uk/restaurants/gran-cafe-manchester/;tel:+44 161 838 0571;mailto:grancafe@sancarlo.co.uk?subject=?
432;The Ruin;92 Floodgate Street, Birmingham B5 5SR England;;http://www.theruindigbeth.com;tel:+44 121 643 5811;mailto:info@theruindigbeth.com?subject=?
433;Kaffee Couture;21 Augusta Street Jewellery Quarter, Birmingham B18 6JA England;;https://www.facebook.com/Kaffee-Couture-780895165348577;tel:+44 121 293 2331;
434;Al Faisals;140 Stoney Lane, Birmingham B12 8AQ England;;http://alfaisal.co.uk;tel:+44 121 449 5695;
435;Sun on the Hill;Bennetts Hill, Birmingham England;;http://www.thesunonthehill.co.uk;tel:+44 121 448 7966;
436;Vaibhavam;10A Northfield Road, Birmingham B17 0SS England;;http://www.vaibhavam.co.uk;tel:+44 121 427 7731;mailto:dchakravarthyc@gmail.com?subject=?
437;One Trick Pony Club;93 Alcester Road Moseley, Birmingham B13 8DD England;;http://www.facebook.com/onetrickponyclub;tel:+44 121 442 3901;mailto:enquiry@onetrickponyclub.co.uk?subject=?
438;Old Damascus (Coventry road);551 Coventry Road, Birmingham B10 0LP England;;http://www.old-damascus.co.uk;tel:+44 121 773 5229;mailto:info@old-damascus.co.uk?subject=?
439;Rajpoot;1831/1833 Pershore Road Cotteridge, Birmingham B30 3DL England;;http://www.rajpootbirmingham.com;tel:+44 121 458 5604;
440;Afternoon Tea at Hotel La Tour;85 Albert Street, Birmingham B5 5JT England;;http://hotel-latour.co.uk/events-and-offers-detail/afternoon-tea/;tel:+44 121 718 8000;mailto:hello@hotel-latour.co.uk?subject=?
441;The Horseshoe Bar & Restaurant;1214 Stratford Road Hall Green, Birmingham B28 9BH England;;http://thehorseshoebar.co.uk;tel:+44 121 777 2340;mailto:info@thehorseshoebar.co.uk?subject=?
442;Thania Spice;27a Alvechurch Road West Heath, Birmingham B31 3JW England;;http://thaniaspice.tripod.com/;tel:+44 121 477 6672;
443;Coffee #1;Edmund House 12 Newhall Street Edmund House, Birmingham B3 3AS England;;http://www.coffee1.co.uk;tel:+44 121 233 4684;mailto:newhall@coffee1.co.uk?subject=?
444;Nando's;B4100 Unit R2, Bullring & Grand Central Unit R2, Bullring & Grand Central, B4100, Birmingham B5 4BP England;;https://www.nandos.co.uk/eat/restaurants/birmingham-bullring;tel:+441216326866;
445;Paprika;1619 Bristol Road South Longbridge, Birmingham B45 9UA England;;http://www.paprikalongbridge.co.uk;tel:+44 121 453 1122;
446;Rumana's;953-955 Bristol Road South, Birmingham B31 2QT England;;https://rumanasthe-real-taste-of-asia.business.site/;tel:+44 121 477 5223;
447;Balti Hut;1544-1546 Pershore Road, Birmingham B30 2NW England;;http://baltihutb30.co.uk/;tel:+44 121 459 7655;
448;Vittoria Chinese Restaurant;60 Vittoria Street, Birmingham B1 3PB England;;http://Vittoriachinese.co.uk;tel:+44 121 439 8583;mailto:Vittoriajq@gmail.com?subject=?
449;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
450;Pizza Express - Birmingham - Mailbox;The Mailbox 124-126 Wharfside Street, Birmingham B1 1XL England;;https://www.pizzaexpress.com/birmingham-mailbox?utm_source=listings&utm_medium=Places&utm_campaign=birmingham-mailbox;tel:+44 121 643 4016;mailto:social@pizzaexpress.com?subject=?
451;Frankie and Benny's;Diamond House Terminal 1 Birmingham International Airport, Birmingham B24 9QB England;;https://www.frankieandbennys.com/;tel:+44 121 767 1410;mailto:concessions@trgplc.com?subject=?
452;Shambhala Village;85A Soho Road, Birmingham B21 9SP England;;http://shambhala-village.com;tel:+44 121 551 3053;mailto:info@shambhala-village.com?subject=?
453;The Village;179 Alcester Road, Birmingham B13 8JR England;;http://www.thevillagemoseley.co.uk;tel:+44 121 449 7664;mailto:hello@thevillagemoseley.co.uk?subject=?
454;Han Dynasty;Station Street, Birmingham B5 4DY England;;http://handynasty.co.uk/en/birmingham.html;tel:+44 121 633 9396;
455;Peach Garden;Unit 3, Wrottesley Street, Birmingham B5 4RT England;;;tel:+44 121 666 7502;
456;Cafe House;107 Hawthorne Road Kingstanding, Birmingham B44 8QP England;;;tel:+44 121 243 1939;
457;The Selly Park Tavern;592 Pershore Road, Birmingham B29 7HQ England;;http://www.emberinns.co.uk/thesellyparktavernsellyoak/;tel:+44 121 472 4392;
458;Bistro Pierre;Waterside House 46 Gas Street Brindley Place, Birmingham B1 2JT England;;https://bistrotpierre.co.uk/locations/birmingham;tel:+44 121 616 0730;
459;Pasha Turkish Charcoal Grill Restaurant;381 Dudley Road, Birmingham B18 4HB England;;http://www.pashaturkishgrill.co.uk/;tel:+44 121 454 4999;mailto:info@pashaturkishgrill.co.uk?subject=?
460;Brades Tavern;48 Brades Road, Birmingham B69 2ET England;;https://www.facebook.com/Brades-Tavern-1902172526668040/;tel:+44 121 544 3888;
461;Bistro 1837;1837 Pershore Road Cotteridge, Birmingham B30 3DJ England;;https://www.facebook.com/bistro1837;tel:+44 121 451 1907;
462;The Ruby;115 New Road, Birmingham B45 9JR England;;;tel:+44 121 453 8283;
463;Nando's;Birmingham England;;http://www.nandos.co.uk/restaurant/birmingham-broa;;
464;Bun & Steak;1152 Stratford Road, Birmingham B28 8AF England;;https://www.facebook.com/bunandsteak/;tel:+44 7380 648871;mailto:bunandsteak@hotmail.com?subject=?
465;Tahini Kitchen;145 - 153 Barford Street Digbeth, Birmingham B5 6AH England;;http://www.tahini-kitchen.co.uk;tel:+44 121 692 1945;mailto:tahinikitchen@gmail.com?subject=?
466;Pepper Chef;Hurst Street Unit 1B, Birmingham B5 4TD England;;http://pepperchef.co.uk/;tel:+44 121 666 7799;mailto:info@pepperchef.co.uk?subject=?
467;Loft Lounge;143 Bromsgrove Street, Birmingham B5 6RG England;;http://www.theloftlounge.co.uk/;tel:+44 121 622 2444;mailto:contact@theloftlounge.co.uk?subject=?
468;Bhajee;1 Steyning Road, Birmingham B26 1HH England;;http://www.bhajee.net/;tel:+44 121 707 7774;
469;Anatolia Cafe;Bearwood Road Smethwick, Birmingham England;;http://anatoliacaferestaurant.weebly.com/;tel:+44 1562 754555;
470;Frankie and Benny's;Unit 5 Battery Retail Park Chapel Lane Selly Oak, Birmingham B29 6SJ England;;https://www.frankieandbennys.com/restaurants/west-midlands/birmingham/selly-oak;tel:+44 121 414 0049;
471;Buffet Island;475 Tyburn Road Erdington, Birmingham B24 8DX England;;https://www.buffetisland.co.uk/;tel:+44 121 382 8382;
472;San Carlo;4 Temple Street, Birmingham B2 5BN England;;http://www.sancarlo.co.uk;tel:+44 121 633 0251;mailto:birmingham@sancarlo.co.uk?subject=?
473;Asian Feast Buffet Restaurant;138 Soho Road Handsworth, Birmingham B21 9LN England;;http://asianfeast.business.site;tel:+44 121 413 6363;mailto:asianfeastltd@gmail.com?subject=?
474;Shawarma Makan;1-3 Priory Square The Square Shopping Centre, Birmingham B4 7LG England;;http://www.makan.co.uk;tel:+44 121 233 4987;mailto:admin@makan.co.uk?subject=?
475;@Pizza;Unit 33 Grand Central Stephenson Place, Birmingham B2 4BF England;;http://www.atpizza.com;tel:+44 121 274 2836;mailto:grandcentral@atpizza.com?subject=?
476;Grillz Steakhouse;1018 Coventry Road, Birmingham B25 8DP England;;https://www.facebook.com/grillzrestaurant;tel:+44 121 773 4559;
477;Marco Pierre White Restaurants;85 Albert Street Hotel La Tour, Birmingham B5 5JT England;;http://mpwrestaurants.com;tel:+44 121 718 8000;mailto:enquiries@mpwchophousebirmingham.com?subject=?
478;Sion Cocktail Bar & Dining;113-114, Birmingham England;;http://www.sioncocktailbar.co.uk;tel:+44 121 429 7209;
479;York;196 York Road, Birmingham B28 8LE England;;http://york.miltonpubs.com/;tel:+44 121 778 6927;mailto:york@miltonpubs.com?subject=?
480;Nom Nom Noodles;51-53 Spring Hill Hockley, Birmingham B18 7BH England;;http://www.facebook.com/pages/Nom-Nom-Noodles-Authentic-Vietnamese-Cuisine/160603960752911;tel:+44 121 679 6216;
481;IKEA;Park Lane Wendesbury business park, Birmingham England;;http://www.ikea.com/gb/en/store/wednesbury/restaurant;;
482;The Spice Exchange;1845-1847 Pershore Road Cotteridge, Birmingham B30 3DJ England;;http://spiceexchangeonline.co.uk/;tel:+44 121 451 1007;mailto:new.spice.exchange@hotmail.com?subject=?
483;Kitchen Garden Cafe;17 York Road Kings Heath, Birmingham B14 7SA England;;http://www.kitchengardencafe.co.uk/index.php;tel:+44 121 443 4725;mailto:events@kitchengardencafe.co.uk?subject=?
484;Aria Restaurant;2 Bridge Street The Hyatt Regency Hotel, Birmingham B1 2JZ England;;http://www.hyatt.com/en-US/hotel/england-united-kingdom/hyatt-regency-birmingham/birmi/dining?src=prop_misc_birmi_other_tripadvisor_aria;tel:+44 121 643 1234;mailto:birmingham.regency@hyatt.com?subject=?
